,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FAM234A,249.155026624519,-0.96409415964801,0.241567077084629,-3.99099981372981,6.57953320434581e-05,0.000328783428698808
RBIS,314.288802586588,-0.710170415671734,0.178006697463674,-3.98957132394784,6.61928137069002e-05,0.000330672555849356
BIRC6,223.649113539738,0.657452894640306,0.16482163610485,3.98887494492574,6.6387406221534e-05,0.000331547319301262
TTC21B,129.738728170003,1.01297180453035,0.253969363373202,3.98855905718757,6.6475854611935e-05,0.000331794269939007
SNX12,106.946805465605,0.827110743277148,0.207369519614187,3.98858397712449,6.64688729937909e-05,0.000331794269939007
ICE1,269.467247019105,0.76768776250289,0.192479216275027,3.9884189958773,6.65151073750032e-05,0.000331892830494334
ADAM15,127.649665572269,-0.998332673849872,0.25040022185979,-3.98694804036108,6.69286757382485e-05,0.000333763406061824
ANXA7,898.986594469363,1.06010499047332,0.26589398618983,3.98694609706773,6.69292237133671e-05,0.000333763406061824
EMSY,77.841923412905,0.927471449551143,0.232689779124509,3.98587102983525,6.72330258145677e-05,0.00033518017410925
SPC24,3184.47753112467,-1.05457467287493,0.264694699847084,-3.98411707330811,6.7731477380873e-05,0.000337566223677666
ZNF575,10.9697595225599,-2.40627523050284,0.603986783568763,-3.98398656388628,6.77687058926134e-05,0.00033765286405939
USP40,64.7674887160588,1.0547741218892,0.264814290050928,3.98307101058008,6.80304172573119e-05,0.000338857596496827
DENND2B,30.3646215116203,-1.74313851351381,0.437716978550714,-3.98234155614744,6.82396163694823e-05,0.000339800138287018
SV2A,29.7487411099564,-1.92256800996613,0.482813758264461,-3.9820075071536,6.83356208310933e-05,0.000340178639099196
NUP62CL,82.8860438168058,1.19410898115663,0.299990937488576,3.98048351444651,6.87752345394203e-05,0.000342266924740637
NDUFA2,338.035473874772,-0.803557628252194,0.201880074116515,-3.98037117713966,6.8807745231429e-05,0.000342328592138235
SCAMP1,20.5481995287737,2.02916268265781,0.509811946247204,3.9802179952721,6.88520998719232e-05,0.000342449131634251
HIPK1-AS1,47.1293486748848,-1.45338078986073,0.365160638808688,-3.98011350457236,6.88823712395936e-05,0.000342499575289797
USP14,1025.38534011264,0.888328778329586,0.223361048999195,3.9770979869135,6.9761423626202e-05,0.000346769098159459
CDR2,264.160476459717,0.715923447653496,0.180014995055985,3.97702117776823,6.97839522390024e-05,0.000346779774341888
GPATCH3,1067.46976975077,-0.546071048133781,0.137359039397219,-3.97550136146947,7.02311421047808e-05,0.000348900111799371
FAUP1,105.127221732788,-1.05610065555166,0.265684223902492,-3.9750220771078,7.03727278175694e-05,0.0003495014488663
TXN2,700.067302602234,-0.522271799996955,0.131399707288033,-3.97468008701204,7.04739203752133e-05,0.000349901883625403
MASTL,121.642344184358,0.818823869193253,0.206054278415896,3.97382609809516,7.07272113104951e-05,0.0003510570304691
NOP14,3943.42560752678,0.660793845881542,0.166323133138054,3.9729521288723,7.09873198580058e-05,0.00035224533315368
RBM38,408.475409414923,-0.720163701417984,0.181288878514138,-3.97246487109699,7.11327289298442e-05,0.000352863959982886
NCSTN,181.890995970932,1.08676644346506,0.273599177314454,3.97211151777702,7.12383539964421e-05,0.000353284929539336
ZUP1,308.083748077987,1.36769178351566,0.344335680709021,3.9719722937206,7.12800118553396e-05,0.000353375578468786
ERGIC2,322.654538844432,1.11018786558648,0.279509709283704,3.97191163209157,7.12981699020478e-05,0.000353375578468786
ASAP3,8.79269280394278,-2.48610641008152,0.626056443689334,-3.97105793757342,7.15541736537775e-05,0.000354541137076012
GRPEL2,252.293494585203,-0.657846280036935,0.165679934391168,-3.97058510708829,7.16963387774324e-05,0.000355142126433191
SCN9A,26.7144173619064,1.38951090800227,0.349958499802971,3.97050195604499,7.17213672659156e-05,0.000355162707808368
SPDYE5,42.3286329677284,-1.98340679885665,0.49954821022698,-3.97040117100099,7.17517146734538e-05,0.000355209608719469
RUFY3,214.791343959797,0.640623640327369,0.161355616174934,3.97025932851841,7.17944454728216e-05,0.000355317768970349
HNRNPLL,279.998207881824,0.973460413973521,0.24523767616016,3.96945701498888,7.20366001869204e-05,0.000356412547886144
PCCB,1035.15180533459,0.696484326815178,0.175504154804739,3.96847771262206,7.23332208209871e-05,0.00035767211632348
RPL39P3,192.921315239958,-0.791356006319033,0.19940732677967,-3.96854026930226,7.23142385554215e-05,0.00035767211632348
UBE2K,944.56396355013,0.812141678288832,0.204697672121539,3.96751790028479,7.262505885772e-05,0.000359010858937858
WRAP53,73.0257404802791,-1.09999670752031,0.277349931139257,-3.96609691951933,7.30591642068333e-05,0.000361051896305335
RRP7BP,401.521834228161,-1.21127247235484,0.305416381532425,-3.96597086992285,7.3097790258459e-05,0.000361137892348339
YWHAQ,489.702860999678,1.22325492295164,0.308498905223126,3.96518399981647,7.33393520475918e-05,0.000362226146615319
SNAPC3,191.718555043573,0.835839686269295,0.210826341181218,3.96458849300448,7.35226687915955e-05,0.000363026178029309
PHYKPL,351.02488256492,-1.23030049881456,0.310435279987358,-3.96314651757577,7.39683534594387e-05,0.000365120839603235
ARL2,56.8881823713325,-1.0469484403499,0.264290720053733,-3.96135150010959,7.45267265316045e-05,0.000367703378975014
TMPRSS9,108.508828490301,-1.45535533344179,0.367390974560753,-3.96132576523358,7.45347607455082e-05,0.000367703378975014
H4C2,5.62144847855416,-4.38278471317991,1.10675459817586,-3.96003298328604,7.49394122120146e-05,0.000369592492402153
YTHDF3,121.59124667232,0.940450567182046,0.237491583718542,3.95993218983542,7.49710485459834e-05,0.000369641376705276
GTDC1,172.744079688086,0.811607072149923,0.205033341998765,3.95841507648454,7.54487577090837e-05,0.000371888937549264
SNHG3,304.556475973786,-0.623917855900447,0.157643215510447,-3.95778437962083,7.56481975779621e-05,0.000372763997042869
FMR1,702.43166119154,0.667249225288004,0.168621839971628,3.95707475022379,7.58731935974901e-05,0.000373764443850983
DOCK2,369.168238216178,0.74849062803132,0.189158919075755,3.95694071254214,7.59157627474231e-05,0.000373865905397223
ADCK5,79.215747024567,-1.11433635676392,0.28164894413645,-3.95647269397912,7.60645783617631e-05,0.000374490393757349
XXYLT1,78.4803844256141,0.958937467463982,0.242444591381135,3.95528504884849,7.64434523664434e-05,0.000376201586430272
PPAN,177.2327217695,-1.38155965819642,0.349298153637441,-3.95524466364751,7.64563670805689e-05,0.000376201586430272
TRAFD1,443.566025320064,0.681601397062144,0.172377094430599,3.95412974858192,7.68137195993355e-05,0.000377850661746948
CNTLN,411.584165336553,0.617731035484627,0.156241974916619,3.95368169030308,7.69577756032836e-05,0.000378340523516287
CABLES2,80.4765617658892,-1.08293045088037,0.273903381110912,-3.95369508214234,7.69534662686712e-05,0.000378340523516287
SAPCD1,243.400621994221,-0.770395535997555,0.194870186833554,-3.95337813605925,7.70555169741533e-05,0.000378711617942004
UBAC1,3685.24591920934,-0.411285806253869,0.104067246586742,-3.95211576882699,7.74632467559192e-05,0.000380605585778795
ING3,375.689873427456,1.09582368570648,0.27732191112087,3.95145007214693,7.76790795922873e-05,0.000381555871611654
NKIRAS2,264.377837178293,0.844525376260361,0.213755936280883,3.95088618802439,7.78623473238565e-05,0.000382345696887567
NCAPG2,746.547603935006,0.721611939122549,0.182653562618806,3.9507137379441,7.7918476826922e-05,0.000382510929950974
KANSL2,153.46058095682,0.800087118228936,0.202575536377729,3.94957423060733,7.8290329321409e-05,0.000384225541795147
SNX24,79.1232878022291,1.04525529399104,0.264691722280965,3.94895346550175,7.84936073108611e-05,0.000385112090079095
TBC1D1,536.25094323154,-0.500238543127302,0.126685173440878,-3.94867473075493,7.85850450399447e-05,0.00038544956510656
VWF,25.2594662435309,-1.32122496244232,0.334658234080036,-3.94798283112417,7.88124551498428e-05,0.000386453580511405
TRAPPC6B,237.125035861396,0.893568180005309,0.226398491116147,3.94688222346364,7.91754797527228e-05,0.00038812180581751
TBC1D5,124.125885764128,0.938867891487781,0.237940649921899,3.94580703967965,7.95316445511046e-05,0.000389755452775646
MAP7D3,343.813702927574,0.849875766208752,0.215432106540566,3.94498192426448,7.98059984305978e-05,0.000390987349063237
UBE2T,535.438688170391,-0.629350946308838,0.159538826122238,-3.94481369586255,7.9862044676463e-05,0.000391149306324127
RER1,591.730128396225,-0.518109601705997,0.13135616320195,-3.94431132180257,8.00296349861054e-05,0.000391857335047075
ATP6V0A2,537.277560971142,0.642062915874816,0.162792756844137,3.94405087991444,8.0116648326732e-05,0.000392170532588994
SRSF5,5587.45659131506,0.951578655851422,0.241292453687556,3.9436735020466,8.02428885353204e-05,0.000392675510045579
PRDX5,3266.02961877674,-0.694884503569054,0.176242141449333,-3.94278291136642,8.05415542659516e-05,0.000394023733707639
VAMP3,217.698368900173,0.637339555725794,0.161669367313886,3.94224067499676,8.07239113012086e-05,0.000394802342854287
UBL4A,737.354797786711,-0.581533908792961,0.147518726417568,-3.94210228704705,8.07705143943734e-05,0.000394916753569041
UBR3,161.496654547602,0.879471404058157,0.223194825221591,3.94037542395978,8.13541901824654e-05,0.000397656290133481
THAP8,86.5701636423194,-1.23727298956812,0.314054641445673,-3.93967426774094,8.15923154917027e-05,0.000398705700198542
ATRX,475.448615399724,0.706787877066888,0.179436568342433,3.93892885712164,8.18461927958958e-05,0.000399831458633984
PTOV1,547.95153023707,-1.00550166016823,0.255298580591202,-3.93853212125097,8.19816202136389e-05,0.000400378090681707
SERPINB9,33.0376518031779,1.51117645291454,0.383754922074087,3.93786858744914,8.22085936463742e-05,0.000401371368979356
TNXA,4.89870266620669,-4.76570315901185,1.21083756848568,-3.93587321953681,8.28947282377262e-05,0.000404605221160331
MCM4,2845.54296479584,0.51703131815274,0.131384017816799,3.93526797813174,8.31039162804452e-05,0.000405509932753592
H4C4,5.67268065772872,-3.64283006633128,0.926066550538945,-3.93365904881377,8.36624350000495e-05,0.000408118214313601
HCFC1,1937.56799334431,-1.45127317215048,0.368951213667572,-3.93350968471971,8.37144643438931e-05,0.000408254975870261
GJC2,5.02848613852097,-4.16547037702479,1.05909734204244,-3.93303826916589,8.38788774098982e-05,0.000408860097008384
DYNLL2,2019.94152227565,-0.797709796880574,0.202823932136707,-3.93301613116792,8.38866058569654e-05,0.000408860097008384
MS4A3,51.6007915074079,-1.69857743302218,0.431894944547803,-3.93284861160069,8.39451092988444e-05,0.0004090280740893
TELO2,386.650867864056,-0.976818568015027,0.248444860652991,-3.93173183557768,8.43361113238655e-05,0.000410797149658955
YBEY,64.6890985990382,-0.927535312933815,0.23591359590378,-3.9316738375355,8.43564643495968e-05,0.000410797149658955
SYNE3,824.403342515951,-1.21711192302203,0.309660707407411,-3.93046936181254,8.47801969113749e-05,0.000412742503704448
MEGF6,21.8522868636574,-1.69406996062966,0.431202424613621,-3.92871158400288,8.54021911470607e-05,0.000415651682599324
ILF2,7045.26336466369,-0.491104242605473,0.125042457993246,-3.92749991072632,8.58334527978561e-05,0.000417631169389626
ZCCHC9,352.104503997081,1.10007353748001,0.280109042822937,3.9273046182068,8.59031540449878e-05,0.000417850819346903
MTMR4,198.277689638784,0.918941078576082,0.233997544600057,3.92713983450858,8.59620080819616e-05,0.000418017595745806
AIP,605.032754138737,-0.53554251223025,0.136409703400751,-3.92598546055707,8.63753731138563e-05,0.000419907706723504
PLCL1,27.5209007495027,2.00156394028522,0.509874665476167,3.92559990878539,8.65138516577045e-05,0.000420460778622063
EXOSC9,3134.15639115243,-0.488420269900854,0.124460710067039,-3.92429281206714,8.69848839707124e-05,0.000422629297761757
LRRC46,23.8907304163225,-1.33761880963693,0.340894866264262,-3.92384556650965,8.71466113921797e-05,0.00042329420292262
NKPD1,5.15772345270384,-3.78947243938007,0.965967882593754,-3.92297974670216,8.74605061461644e-05,0.000424697634725168
PHLDA1,25.59621749017,1.45749448462639,0.371537739708028,3.92287062351124,8.75001434371011e-05,0.000424768884616912
RAD51C,523.632289169992,-0.577335289258742,0.147215828952687,-3.92169302286297,8.79289696358413e-05,0.000426728870038175
GTPBP6,1331.46080561275,-0.785992781279369,0.200451643531147,-3.92110918839755,8.81423098856083e-05,0.000427626293816235
CBX2,97.817670896551,-0.738960267572171,0.188459816499395,-3.92104949107037,8.81641515549428e-05,0.000427626293816235
RIMKLB,643.729987236853,-0.615878879949059,0.157077517117557,-3.92085953006333,8.8233687279019e-05,0.000427841604175694
PAK2,391.598631043992,0.813829173242625,0.207587019586469,3.92042419060614,8.83932399078995e-05,0.000428493155849832
SREK1,2169.15244619805,0.723030951071074,0.184434159169027,3.92026593299587,8.84513091071311e-05,0.000428652527615447
SHANK1,81.0210284015254,-0.996914964261119,0.254368296748112,-3.91917930420517,8.88509983129133e-05,0.000430466895300176
PNRC1,289.830256367923,0.736194329913758,0.187875777081619,3.91851648652893,8.90956363527911e-05,0.00043152924922936
SUDS3P1,20.808025831419,-2.08712677625143,0.532683791704002,-3.9181345645508,8.92368879804966e-05,0.000431967467706444
TM7SF2,84.8058551209452,-1.04719942500733,0.267266191900156,-3.91818889460786,8.92167814257371e-05,0.000431967467706444
PSMC3,6628.72019382357,-0.391539546759327,0.0999331116785275,-3.91801616283962,8.92807211064494e-05,0.000432056731975608
UBR2,435.108193889374,0.735247061370378,0.187698877553975,3.91716280327223,8.95972427661042e-05,0.000433465193535758
TRIM38,244.080760488057,0.675140540378442,0.172369167751064,3.91682891544432,8.97213741812319e-05,0.000433942348406385
PISD,4169.56169122466,0.602685907626862,0.153959311727772,3.91457912394751,9.05620371146068e-05,0.000437883791277361
MIR210HG,39.3145570918214,1.22191999615874,0.312166636943607,3.91431963429033,9.06594758514808e-05,0.000438230392503678
TRIM32,33.6632035775071,1.39404728181281,0.356190247179548,3.91377162303407,9.08655803555062e-05,0.00043910191699771
CEACAM8,7.84908016020296,-2.54895295176395,0.651302901383029,-3.91362136780182,9.0922167917433e-05,0.00043925062098669
NSUN5P1,217.531934054662,-0.84671399041138,0.216485663393462,-3.91117812209337,9.18470019021573e-05,0.000443592602147376
RPL15,6832.58513965238,-0.658657215811885,0.168423973682146,-3.91070939256497,9.20254413693434e-05,0.000444328287428881
DCUN1D4,133.252757124615,0.991280539154021,0.253551230313915,3.90958678420429,9.24541364035696e-05,0.000446271526498365
JADE3,38.2953965998685,1.38965086590279,0.355509056796975,3.90890425808871,9.27156966702248e-05,0.000447280288869826
MT-TP,203.162531476944,-0.796805992646462,0.203843011255674,-3.90891984835847,9.27097143158848e-05,0.000447280288869826
NCBP3,1153.6582609994,0.509677782244115,0.130413614099846,3.90816392722541,9.30001991797844e-05,0.000448525620477333
AMDHD2,177.583579849254,-0.947895854495841,0.242548560672072,-3.90806629348507,9.30377804279907e-05,0.00044857972059571
ARID5B,19.9952421171881,1.7575285990694,0.449820837243625,3.90717470946663,9.33816337180278e-05,0.000450110056009134
UBXN10,241.136302637412,-0.538875615963509,0.13792659441931,-3.90697398302516,9.34592123454992e-05,0.000450356414063627
YWHAZP2,7.03120068706735,4.28143375646954,1.09612471493178,3.90597319643141,9.38469147828577e-05,0.000452052512053204
RAB38,53.499480794898,1.61486357329829,0.413439119253824,3.90592834130646,9.38643270692901e-05,0.000452052512053204
LY6E,103.074797113736,-0.787034157177386,0.20150330767368,-3.90581259565193,9.3909272406668e-05,0.000452140993208674
NFE2L2,250.834401158917,1.03785412135265,0.265740326237073,3.90551985861098,9.40230362071334e-05,0.000452560667910714
ZNHIT1,1024.87798076427,-0.660754015906674,0.169265257776706,-3.90365999842885,9.47488629336244e-05,0.000455925311882245
GLRX5,1063.64576287174,-0.636388782259288,0.163038791028071,-3.90329674457484,9.48912421759872e-05,0.000456481336054403
TNRC18,1703.92803873482,-1.26746852048007,0.324726523574341,-3.90318753925227,9.49340852555342e-05,0.00045655835517889
ARFIP1,75.8738567654931,0.832339585933647,0.213321628898479,3.90180587984242,9.54777133160958e-05,0.000459043032515787
FAM110A,111.754795897258,-0.855642554299247,0.219370270583112,-3.90044900808503,9.60144483217524e-05,0.000461493174631248
COMMD5,109.22682970565,-0.805415611150191,0.206522140641454,-3.89989958775648,9.62325907308713e-05,0.000462280500080682
PIAS4,252.233385332751,-1.01021932575525,0.259034309245347,-3.8999440989047,9.62149005733058e-05,0.000462280500080682
DOCK10,76.5531750999742,1.14094974119479,0.292575056306855,3.8996822066682,9.63190290783407e-05,0.000462565136824151
DCLRE1B,212.333208648174,0.631871556820143,0.162044820668176,3.89936286895614,9.64461419158767e-05,0.000462918846589228
DNAJA4,3369.94822749701,0.569098830659889,0.145946709448735,3.89936047759808,9.64470943966391e-05,0.000462918846589228
